message,messagetype
"23/5/2018, 23:23AVAIL BAL IN A/C XXX538: RS. 58478.88 CR23/05/18: 16600.00 CR, CSH DEP (CDM)23/05/18: 6500.00 DR, 621553 TO CLEARING22/05/18: 500.00 CR, BULK POSTING22/05/18: 29700.00 CR, CSH DEP (CDM)21/05/18: 3000.00 DR, TO TRFR",Balance
"23/7/2018, 13:28AVAIL BAL IN A/C XXX538: RS. 10887.15 CR22/07/18: 295.50 CR, BULK POSTING20/07/18: 500.00 CR, BULK POSTING20/07/18: 13501.00 DR, TO TRFR20/07/18: 4000.00 CR, CASH DEPOSIT19/07/18: 500.00 DR, TO TRFR",Balance
"23/7/2018, 13:35AVAIL BAL IN A/C XXX538: RS. 10887.15 CR22/07/18: 295.50 CR, BULK POSTING20/07/18: 500.00 CR, BULK POSTING20/07/18: 13501.00 DR, TO TRFR20/07/18: 4000.00 CR, CASH DEPOSIT19/07/18: 500.00 DR, TO TRFR",Balance
"25/5/2018, 21:05AVAIL BAL IN A/C XXX538: RS. 29478.88 CR25/05/18: 10000.00 DR, 621554 CHEQUE WDL24/05/18: 19000.00 DR, TO TRFR23/05/18: 16600.00 CR, CSH DEP (CDM)23/05/18: 6500.00 DR, 621553 TO CLEARING22/05/18: 500.00 CR, BULK POSTING",Balance
"25/6/2018, 17:26AVAIL BAL IN A/C XXX538: RS. 15000.63 CR25/06/18: 8700.00 DR, TO TRFR25/06/18: 10884.00 CR, 289745 BY CLEARING / CHEQUE25/06/18: 1856.00 DR, TO TRFR24/06/18: 250.00 CR, BULK POSTING24/06/18: 150.00 CR, BULK POSTING",Balance
"25/7/2018, 18:29AVAIL BAL IN A/C XXX912: RS. 0.30 CRDOWNLOAD YONO @ WWW.YONOSBI.COM",Balance
"26/4/2018, 11:00AVAIL BAL IN A/C XXX538: RS. 25538.55 CR25/04/18: 15000.00 CR, CSH DEP (CDM)25/04/18: 10.00 CR, BULK POSTING24/04/18: 800.00 CR, BULK POSTING23/04/18: 767.00 DR, DEBIT23/04/18: 2017.00 DR, TO TRFR",Balance
"26/6/2018, 12:58AVAIL BAL IN A/C XXX538: RS. 15600.63 CR26/06/18: 14400.00 DR, TO TRFR26/06/18: 15000.00 CR, CSH DEP (CDM)25/06/18: 8700.00 DR, TO TRFR25/06/18: 10884.00 CR, 289745 BY CLEARING / CHEQUE25/06/18: 1856.00 DR, TO TRFR",Balance
"28/4/2018, 13:14AVAIL BAL IN A/C XXX538: RS. 20112.55 CR28/04/18: 6546.00 DR, TO TRFR27/04/18: 1120.00 CR, BULK POSTING25/04/18: 15000.00 CR, CSH DEP (CDM)25/04/18: 10.00 CR, BULK POSTING24/04/18: 800.00 CR, BULK POSTING",Balance
"28/5/2018, 12:30AVAIL BAL IN A/C XXX538: RS. 52786.88 CR28/05/18: 408.00 CR, BULK POSTING28/05/18: 22900.00 CR, CSH DEP (CDM)25/05/18: 10000.00 DR, 621554 CHEQUE WDL24/05/18: 19000.00 DR, TO TRFR23/05/18: 16600.00 CR, CSH DEP (CDM)",Balance
"28/6/2018, 09:29AVAIL BAL IN A/C XXX538: RS. 14947.63 CR27/06/18: 1203.00 DR, BY DEBIT CARD27/06/18: 550.00 CR, BULK POSTING26/06/18: 14400.00 DR, TO TRFR26/06/18: 15000.00 CR, CSH DEP (CDM)25/06/18: 8700.00 DR, TO TRFR",Balance
"28/6/2018, 09:32AVAIL BAL IN A/C XXX538: RS. 14947.63 CR27/06/18: 1203.00 DR, BY DEBIT CARD27/06/18: 550.00 CR, BULK POSTING26/06/18: 14400.00 DR, TO TRFR26/06/18: 15000.00 CR, CSH DEP (CDM)25/06/18: 8700.00 DR, TO TRFR",Balance
"28/6/2018, 09:33AVAIL BAL IN A/C XXX538: RS. 14947.63 CR27/06/18: 1203.00 DR, BY DEBIT CARD27/06/18: 550.00 CR, BULK POSTING26/06/18: 14400.00 DR, TO TRFR26/06/18: 15000.00 CR, CSH DEP (CDM)25/06/18: 8700.00 DR, TO TRFR",Balance
"28/6/2018, 21:40AVAIL BAL IN A/C XXX997: RS. 55058.50 CR28/06/18: 41681.00 CR, BULK POSTING28/06/18: 3.00 DR, DEBIT INTEREST28/06/18: 3.00 CR, CREDIT INTEREST28/06/18: 2000.00 DR, TO TRFR26/06/18: 25.00 DR, 38976288 CDM SERVICE CHARGES",Balance
"28/6/2018, 21:41AVAIL BAL IN A/C XXX997: RS. 55058.50 CR28/06/18: 41681.00 CR, BULK POSTING28/06/18: 3.00 DR, DEBIT INTEREST28/06/18: 3.00 CR, CREDIT INTEREST28/06/18: 2000.00 DR, TO TRFR26/06/18: 25.00 DR, 38976288 CDM SERVICE CHARGES",Balance
"29/5/2018, 14:27AVAIL BAL IN A/C XXX538: RS. 19796.88 CR29/05/18: 9000.00 DR, 621556 TO CLEARING29/05/18: 10000.00 DR, 621555 TO CLEARING28/05/18: 13990.00 DR, TO TRFR28/05/18: 408.00 CR, BULK POSTING28/05/18: 22900.00 CR, CSH DEP (CDM)",Balance
"29/6/2018, 16:04AVAIL BAL IN A/C XXX371: RS. 810.53 CR29/06/18: 4000.00 DR, ATM WDL29/06/18: 23.60 DR, TO TRFR29/06/18: 5200.00 CR, BY TRFR27/06/18: 224.13 DR, 5119 CHQ RET CHARGES26/06/18: 1.00 DR, TO TRFR",Balance
"30/4/2018, 14:32AVAIL BAL IN A/C XXX538: RS. 21831.55 CR30/04/18: 7301.00 DR, TO TRFR30/04/18: 18000.00 CR, CSH DEP (CDM)30/04/18: 1020.00 CR, BULK POSTING30/04/18: 10000.00 DR, 295696 TO CLEARING28/04/18: 6546.00 DR, TO TRFR",Balance
"30/4/2018, 18:01AVAIL BAL IN A/C XXX538: RS. 19031.55 CR30/04/18: 2800.00 DR, TO TRFR30/04/18: 7301.00 DR, TO TRFR30/04/18: 18000.00 CR, CSH DEP (CDM)30/04/18: 1020.00 CR, BULK POSTING30/04/18: 10000.00 DR, 295696 TO CLEARING",Balance
"30/6/2018, 22:36AVAIL BAL IN A/C XXX538: RS. 28447.63 CR30/06/18: 2000.00 CR, BY TRFR30/06/18: 7000.00 CR, CSH DEP (CDM)30/06/18: 4500.00 CR, CSH DEP (CDM)27/06/18: 1203.00 DR, BY DEBIT CARD27/06/18: 550.00 CR, BULK POSTING",Balance
"31/7/2018, 00:39AVAIL BAL IN A/C XXX912: RS. 0.30 CR02/07/18: 164.00 DR, BY DEBIT CARD30/06/18: 11.80 DR, MONTHLY AVE - BAL NO27/06/18: 23.60 DR, TO TRFR26/06/18: 5.25 DR, MONTHLY AVE - BAL NO26/06/18: 204.95 CR, BY TRFR",Balance
ACCOUNT NO: XXXXXXX9497 BALANCE : RS. 3526.00(CR) 1.06/08/18 3000.00(CR) 2.30/07/18 500.00(CR) 3.19/07/18 500.00(DR) 4.07/07/18 3434.00(DR) 5.07/07/18 3500.00(CR),Balance
ACCOUNT NO: XXXXXXX9497 BALANCE : RS. 526.00(CR) 1.30/07/18 500.00(CR) 2.19/07/18 500.00(DR) 3.07/07/18 3434.00(DR) 4.07/07/18 3500.00(CR) 5.30/06/18 18.00(DR),Balance
AS ON 31/07/18 00:39:45 CLEAR BAL IN YOUR A/C NO. XXXX7456 IS RS. 6715.21,Balance
AVAILABLE BAL. AS ON 02/08/18 05:24:46 PM IST A/C XXXX2496: INR 500.00 CANARA BANK,Balance
"AVAILABLE BAL. AS ON 09/08/18 11:36:07 AM IST A/C XXXX1901: INR 1,00,227.92 A/C XXXX3166: INR 1,314.16 A/C XXXX7954: INR 1,188.00 CANARA BANK",Balance
"AVAILABLE BAL. AS ON 13/08/18 12:06:44 PM IST A/C XXXX6393: INR 2,722.11 A/C XXXX0648: INR -149.70",Balance
"AVAILABLE BAL. AS ON 13/08/18 12:06:44 PM IST A/C XXXX6393: INR 2,722.11 A/C XXXX0648: INR -149.70 CANARA BANK",Balance
"AVAILABLE BAL. AS ON 13/08/18 12:07:43 PM IST A/C XXXX6393: INR 2,722.11 A/C XXXX0648: INR -149.70",Balance
"AVAILABLE BAL. AS ON 13/08/18 12:07:43 PM IST A/C XXXX6393: INR 2,722.11 A/C XXXX0648: INR -149.70 CANARA BANK",Balance
"AVAILABLE BAL. AS ON 14/07/18 01:02:57 PM IST A/C XXXX2496: INR 1,000.00 CANARA BANK",Balance
"AVAILABLE BAL. AS ON 29/07/18 08:08:08 PM IST A/C XXXX6393: INR 2,698.11 A/C XXXX0648: INR 3,007.30 CANARA BANK",Balance
AVAILABLE BALANCE IN A/C XX8938 IS INR 445.81,Balance
"AVAILABLE BALANCE XXXXXX9254 INR 8760.75CR, INDIAN BANK",Balance
AVBL BAL FOR A/C XXXX0055 AS ON 01-05-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 02-05-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 03-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 03-05-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 04-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 05-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 06-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 07-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 07-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 08-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 08-06-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 09-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 09-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 09-07-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 10-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 10-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 11-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 11-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 12-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 12-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 13-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 13-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 14-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 14-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 15-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 15-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 16-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 17-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 18-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 19-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 20-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 21-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 21-04-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 22-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 22-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 23-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 23-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 24-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 24-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 25-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 25-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 26-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 26-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 27-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 28-03-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 30-04-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0055 AS ON 30-07-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 01-05-2018 IS INR 37522.53. COMBINED AVBL BAL IS INR 37522.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 02-05-2018 IS INR 6578.53. COMBINED AVBL BAL IS INR 6578.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 02-07-2018 IS INR 1320.13. COMBINED AVBL BAL IS INR 1320.13. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 03-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 03-05-2018 IS INR 6578.53. COMBINED AVBL BAL IS INR 6578.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 03-07-2018 IS INR 1320.13. COMBINED AVBL BAL IS INR 1320.13. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 04-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 05-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 06-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 07-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 07-03-2018 IS INR 8448.30. COMBINED AVBL BAL IS INR 8448.30. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 08-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 09-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 09-03-2018 IS INR 8448.30. COMBINED AVBL BAL IS INR 8448.30. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 10-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 10-03-2018 IS INR 448.30. COMBINED AVBL BAL IS INR 448.30. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 11-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 11-03-2018 IS INR 448.30. COMBINED AVBL BAL IS INR 448.30. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 12-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 12-03-2018 IS INR 448.30. COMBINED AVBL BAL IS INR 448.30. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 13-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 13-03-2018 IS INR 448.30. COMBINED AVBL BAL IS INR 448.30. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 14-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 14-03-2018 IS INR 265.40. COMBINED AVBL BAL IS INR 265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 15-02-2018 IS INR 25000.00. COMBINED AVBL BAL IS INR 25000.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 15-03-2018 IS INR 265.40. COMBINED AVBL BAL IS INR 265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 16-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 17-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 18-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 19-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 20-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 21-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 22-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 22-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 22-04-2018 IS INR 4316.13. COMBINED AVBL BAL IS INR 4316.13. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 23-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 23-03-2018 IS INR 5265.40. COMBINED AVBL BAL IS INR 5265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 23-07-2018 IS INR 1296.53. COMBINED AVBL BAL IS INR 1296.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 24-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 24-03-2018 IS INR 25265.40. COMBINED AVBL BAL IS INR 25265.40. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 25-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 25-03-2018 IS INR 22154.03. COMBINED AVBL BAL IS INR 22154.03. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 26-02-2018 IS INR 0.00. COMBINED AVBL BAL IS INR 0.00. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 26-03-2018 IS INR 22065.53. COMBINED AVBL BAL IS INR 22065.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 27-03-2018 IS INR 22065.53. COMBINED AVBL BAL IS INR 22065.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 28-03-2018 IS INR 22065.53. COMBINED AVBL BAL IS INR 22065.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
AVBL BAL FOR A/C XXXX0090 AS ON 30-04-2018 IS INR 2522.53. COMBINED AVBL BAL IS INR 2522.53. USE MOBILE BANKING APP TO TRACK A/C (APP.KOTAK.COM ),Balance
